name,city,department,rental_possible_status,rental_possible_confidence,rental_positive_signals,rental_negative_signals,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
Répertoire des équipements sportifs français,Val-de-Marne,94,unclear,low,,,no,repertoire-equipements-sportifs.fr,"contact, prix",Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,2 m²,7 AVENUE FRANCOIS MAURIAC 94000 Créteil,https://www.repertoire-equipements-sportifs.fr/france/ile-de-france/val-de-marne/94028/creteil/centre-andre-dassibat/dojo/e001i940280029.html,scraped,200
"Local de répétition / Location, recherche à Paris 19 (75019)",Paris,75,unclear,low,,,yes,spectable.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.spectable.com/paris-19-75019/petites-annonces/local-de-repetition/n_2648-l_38157.php,fetch_failed,
Dojo Regional Saint Denis - Home | Facebook,Seine-Saint-Denis,93,unclear,low,,,no,facebook.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0910847845; 0834862003; 0391788200; 0728690136; 0832147598,,,,https://www.facebook.com/417793978315567,scraped,200
Location studio répétition en Hauts-de-seine - Pages Jaunes,Hauts-de-Seine,92,possible,medium,location studio,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.pagesjaunes.fr/annuaire/departement/hauts-de-seine-92/location-studio-repetition,fetch_failed,
Aikido Club Charenton Val-de-Marne – 9 rue du Nouveau Bercy ...,Val-de-Marne,94,unclear,low,,,no,aikido-charenton.cravan.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,9 rue du Nouveau Bercy – 94 220 Charenton img:is([sizes=auto i],https://aikido-charenton.cravan.fr,scraped,200
Studio de Yoga à Boulogne-Billancourt - M-Yoga,Hauts-de-Seine,92,unclear,low,,,no,m-yoga.fr,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@m-yoga.fr; 01.41.10.90.04,2€ par; 38€,capacité 20,2 cours au choix sur 7 jours Réserver Newsletter Restons en contact,https://m-yoga.fr/le-centre,scraped,200
Location salle de réception à Saint Denis de la Réunion - Yoga Institut,Seine-Saint-Denis,93,possible,high,location de salle,,no,yoga-institut.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 93 94 21 70,,45 m²; 15 m²; 12 m²,2 rue Ruisseau des Noirs,https://yoga-institut.fr/location,scraped,200
"File:Dojo, espace sportif Maurice Baquet, Essonne, France.jpg",Essonne,91,unclear,low,,,no,commons.wikimedia.org,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0683376286; 0688112782; 0520732883; 0260612025,,,,"https://commons.wikimedia.org/wiki/File:Dojo,_espace_sportif_Maurice_Baquet,_Essonne,_France.jpg",scraped,200
Seibukan Dojo - Arts du Sabre Japonais,Seine-et-Marne,77,unclear,low,,,no,seibukan77.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,seibukan.dojo.croissy77@gmail.com; 0631078979,,,,https://www.seibukan77.fr,scraped,200
Location gite stage - La Maison Gioia - Val d'Oise (95) l'Isle ...,Val-d'Oise,95,unclear,low,,,no,lamaisongioia.fr,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,info@lamaisongioia.fr; 06 59 71 89 21,120 euros /; 160 euros /jour; 180 euros / jour; 35 euros / heure,6 participants,91 rue Saint-Claude,https://lamaisongioia.fr/stages,scraped,200
"Local de répétition / Location, recherche à Créteil (94000) - Spectable",Val-de-Marne,94,unclear,low,,,yes,spectable.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.spectable.com/creteil-94000/petites-annonces/local-de-repetition/n_2648-l_17826.php,fetch_failed,
Location de studios de répétition en Seine-saint-denis,Seine-Saint-Denis,93,unclear,low,,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.pagesjaunes.fr/annuaire/departement/seine-saint-denis-93/location-de-studios-de-repetition,fetch_failed,
"Dojo Paris, Location d'espace sportif dans le 16e - Facebook",Paris,75,unclear,low,,,no,facebook.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0564724397; 0834862003; 0391788200; 0728690136; 0832147598,,,68 Avenue du Versailles,https://www.facebook.com/people/Dojo-Paris-Location-despace-sportif-dans-le-16e/61570014873764,scraped,200
Les espaces du théâtre | MC93 · Maison de la Culture de ...,Seine-Saint-Denis,93,unclear,low,,,no,mc93.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,0141607272; 01 41 60 72 60; 01 41 60 72 72,,776 places; 176 places; 130 places,"9 Boulevard Lénine""",https://www.mc93.com/espaces,scraped,200
Studio de répétition en Val-de-marne - Pages Jaunes,Val-de-Marne,94,unclear,low,,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.pagesjaunes.fr/annuaire/departement/val-de-marne-94/studio-de-repetition,fetch_failed,
le perray-st leger jjda - France Judo,Yvelines,78,unclear,low,,,no,ffjudo.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,laurence.sablier@wanadoo.fr; 0608079002; 0844374377; +33140521616,,,"25 Avenue de la Porte Châtillon""",https://www.ffjudo.com/club-le-perray-st-leger-jj-da,scraped,200
dojo77.valdeurope - Instagram,Seine-et-Marne,77,unclear,low,,,no,instagram.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0832147598; 0857723951; 0279000159; 0636453712; 0163051917,,,,https://www.instagram.com/dojo77.valdeurope,scraped,200
"Local de répétition / Location, recherche à Ivry sur Seine (94200)",Seine-et-Marne,77,unclear,low,,,yes,spectable.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.spectable.com/ivry-sur-seine-94200/petites-annonces/local-de-repetition/n_2648-l_17836.php,fetch_failed,
Location Espaces Professionnels - Ressource En Vous,Essonne,91,unclear,low,,,no,ressourceenvous.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0526315789,,,,https://ressourceenvous.fr/location-espaces-professionnels,scraped,200
Studio d'enregistrement / de répétition - Seine-et-Marne (77) - EasyZic,Seine-et-Marne,77,unclear,low,,,yes,easyzic.com,"adresse précise, contact, capacité",Confirmer adresse précise; Confirmer contact; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,5€/,,,"https://www.easyzic.com/annuaire/etablissements/meaux-chelles-melun-pontault-combault-champs-sur-marne-savigny-le-temp,l77.html?id_libelle=60",scraped,200
Association DOJO VAL D OISE à 95000 CERGY,Val-d'Oise,95,unclear,low,,,yes,annuaire-entreprises.data.gouv.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://annuaire-entreprises.data.gouv.fr/entreprise/dojo-val-d-oise-482095262,fetch_failed,
Location de studios de répétition en Essonne - Pages Jaunes,Essonne,91,unclear,low,,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.pagesjaunes.fr/annuaire/departement/essonne-91/location-de-studios-de-repetition,fetch_failed,
Location studio répétition en Yvelines - Pages Jaunes,Yvelines,78,possible,medium,location studio,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.pagesjaunes.fr/annuaire/departement/yvelines-78/location-studio-repetition,fetch_failed,
Dojo Régional d'Herblay-sur-Seine - Val d'Oise Tourisme ...,Val-d'Oise,95,unclear,low,,,no,valdoise-tourisme.com,"contact, prix",Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,980 m²; 200 places,1 rue Alexandre Dumas 95220 Herblay-sur-Seine https://herblaysurseine.fr/mes-loisirs/sport/les-g,https://www.valdoise-tourisme.com/fiches/dojo-regional-dherblay-sur-seine,scraped,200
"Local de répétition / Location, recherche à Massy (91300) - Spectable",Essonne,91,unclear,low,,,yes,spectable.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.spectable.com/massy-91300/petites-annonces/local-de-repetition/n_2648-l_17598.php,fetch_failed,
Accompagnement des artistes : Salles de répétition et de spectacle - Association des Maisons de quartier de Reims,Val-de-Marne,94,possible,medium,mise à disposition,,yes,maisondequartier-reims.fr,contact,"Confirmer contact; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,80 €,80 places; 90 places,73 rue Alexandre Henrot) est mis à disposition des groupes membres du centre de ressources . Il s,http://www.maisondequartier-reims.fr/salles-de-repetition-et-de-spectacle,scraped,200
Dojo Gérard Bailo - Sainte-Geneviève-des-Bois - Essonne.gouv.fr,Essonne,91,unclear,low,,,no,essonne.gouv.fr,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,clemence-cassier@sgdb91.com; florian-diard@sgdb91.com; 01 69 46 80 23; 01 69 25 59 80,,532m²; 150 places,4 rue Léonard de Vinci 91090,https://www.essonne.gouv.fr/Jeux-Olympiques-et-Paralympiques-de-Paris-2024/Les-Centres-de-Preparation-aux-Jeux-CPJ/Judo/Dojo-Gerard-Bailo-Sainte-Genevieve-des-Bois,scraped,200
"Local de répétition / Location, recherche à Franconville (95130)",Val-d'Oise,95,unclear,low,,,yes,spectable.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.spectable.com/franconville-95130/petites-annonces/local-de-repetition/n_2648-l_17890.php,fetch_failed,
Seine-Saint-Denis (93) : Mc93 - Salle De Répétition,Seine-Saint-Denis,93,unclear,low,,,no,billetreduc.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,sav@billetreduc.com; +33 664942730,,100 places,1 place achetée = 1 place offerte Offres du jour Offres limitées Invitations Offres privilèges Tou,https://www.billetreduc.com/8536/salle.htm,scraped,200
Les DOJO et Districts – Comité de Judo du Val de Marne - judo94.net,Val-de-Marne,94,unclear,low,,,no,judo94.net,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,judo94@orange.fr; 01 47 18 12 12; 01 48 81 11 01; 01 45 76 60 98; 01 45 18 82 50; 01 49 59 93 59,,,169 av. M. Berteaux – Tél : 01 45 76 60 98 SAINT-MAUR : Centre Brossolette,https://judo94.net/la-ligue/dojos-et-districts,scraped,200
Venir répéter | MPAA - Maison des pratiques artistiques amateurs,Hauts-de-Seine,92,unclear,low,,,no,mpaa.fr,"adresse précise, contact, capacité",Confirmer adresse précise; Confirmer contact; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,20 € /; 8 € /; 2 € /,,,https://www.mpaa.fr/salles-repetition,scraped,200
"Location de salles de répétition à Paris (danse, théâtre...) | Facebook",Paris,75,possible,high,location de salle; location de salles,,no,facebook.com,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0391788200; 0832147598; 0857723951; 0200429809; 0204744918,,,,https://www.facebook.com/groups/257289725206307,scraped,200
MC93 - Maison de la Culture de Seine-Saint-Denis - Salle de ...,Seine-Saint-Denis,93,unclear,low,,,no,locations.filmfrance.net,"contact, prix",Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,000 m2; 053 m2; 800 m2,9 Boulevard Lénine 93000 Bobigny France,https://locations.filmfrance.net/fr/location/mc93-maison-de-la-culture-de-seine-saint-denis-bobigny-salle-de-lecture,scraped,200
Covent garden Eragny | Studio pour les projets musicaux Cergy,Val-d'Oise,95,unclear,low,,,no,covent-garden-eragny.fr,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,01 85 53 02 85; 0488944492,,170 personnes,1 Rue du Bouvreuil 95610 Eragny-sur-Oise Parc d'Activité de la Danne Horaires Du Lundi au Vendre,https://www.covent-garden-eragny.fr,scraped,200
Location salle des fêtes en Hauts-de-seine - Pages Jaunes,Hauts-de-Seine,92,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.pagesjaunes.fr/annuaire/departement/hauts-de-seine-92/location-salle-des-fetes,fetch_failed,
"Dojo à Saint-Denis, 93200.",Seine-Saint-Denis,93,unclear,low,,,no,dojoici.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0148226481; 0613387245; +33148335275; 0620758036; 0608126902,,,9 Av. Roger Semat,https://dojoici.com/ville/saint-denis_93200,scraped,200
